"ser","subject","description"
"115","title","Performance Analysis and Prediction in Educational Data Mining: A Research Travelogue"
"115","citaIEEE",
"115","link2","http://www.ijcaonline.org/archives/volume110/number15/19412-1007"
"115","link1",
"115","rating",
"115","jcode",
"115","citOthers",
"115","cites","NULL"
"115","myres",
"116","serial","116"
"116","doctype","Paper"
"116","year",
"116","area",
"116","title","PhD on E-learning"
"116","citaIEEE",
"116","link2","http://teking.uoc.edu/phd/phd-on-elearning-teking-doctoral-positions/"
"116","link1",
"116","rating",
"116","jcode",
"116","citOthers",
"116","cites","NULL"
"116","myres",
"117","serial","117"
"117","doctype","Paper"
"117","year",
"117","area",
"117","title","Teaching Methods and Students’ Academic Performance"
"117","citaIEEE",
"117","link2","http://www.ijhssi.org/papers/v2(9)/Version-2/E0292029035.pdf"
"117","link1",
"117","rating",
"117","jcode",
"117","citOthers",
"117","cites","NULL"
"117","myres",
"118","serial","118"
"118","doctype","Paper"
"118","year",
"118","area",
"118","title","The Effectiveness of E-Learning: An Explorative and Integrative Review of the Definitions, Methodologies and Factors that Promote e-Learning Effectiveness"
"118","citaIEEE",
"118","link2","http://files.eric.ed.gov/fulltext/EJ1062121.pdf"
"118","link1",
"118","rating",
"118","jcode",
"118","citOthers",
"118","cites","NULL"
"118","myres",
"119","serial","119"
"119","doctype","Paper"
"119","year",
"119","area",
"119","title","THE IMPACT OF E-LEARNING ON STUDENTS PERFORMANCE IN TERTIARY INSTITUTIONS"
"119","citaIEEE",
"119","link2","http://www.ijcnwc.org/papers/vol2no22012/2vol2no2.pdf"
"119","link1",
"119","rating",
"119","jcode",
"119","citOthers",
"119","cites","NULL"
"119","myres",
"120","serial","120"
"120","doctype","Paper"
"120","year",
"120","area",
"120","title","The Influence of Learning Styles on Learners in E-Learning Environments: An Empirical Study"
"120","citaIEEE",
"120","link2","https://www.economicsnetwork.ac.uk/cheer/ch18/manochehr.pdf"
"120","link1",
"120","rating",
"120","jcode",
"120","citOthers",
"120","cites","NULL"
"120","myres",
"121","serial","121"
"121","doctype","Paper"
"121","year",
"121","area",
"121","title","Translating Learning into Numbers: A Generic Framework for Learning Analytics"
"121","citaIEEE",
"121","link2","http://www.ifets.info/journals/15_3/4.pdf"
"121","link1",
"121","rating",
"121","jcode",
"121","citOthers",
"121","cites","NULL"
"121","myres",
"122","serial","122"
"122","doctype","Paper"
"122","year",
"122","area",
"122","title","Types Of eLearning Analytics To Obtain From Google And Your LMS"
"122","citaIEEE",
"122","link2","https://elearningindustry.com/types-elearning-analytics-obtain-google-lms"
"122","link1",
"122","rating",
"122","jcode",
"122","citOthers",
"122","cites","NULL"
"122","myres",
"123","serial","123"
"123","doctype","Paper"
"123","year",
"123","area",
"123","title","Use of E-learning and its Effect on students"
"123","citaIEEE",
"123","link2","https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=35&cad=rja&uact=8&ved=0ahUKEwjqvIugvNXRAhWIqI8KHV1nAe44HhAWCC8wBA&url=http%3A%2F%2Fwww.iiste.org%2FJournals%2Findex.php%2FNMMC%2Farticle%2Fdownload%2F13690%2F13978&usg=AFQjCNHU317HbSCbLNxAM9QoWUF7H1CZ9Q&sig2=wAC8iOHCyJhHFtB7iD4U3A"
"123","link1",
"123","rating",
"123","jcode",
"123","citOthers",
"123","cites","NULL"
"123","myres",
"124","serial","124"
"124","doctype","Paper"
"124","year",
"124","area",
"124","title","Using Data Mining for Predicting Relationships between Online Question Theme and Final Grade"
"124","citaIEEE",
"124","link2",
"124","link1","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.298.8417"
"124","rating",
"124","jcode",
"124","citOthers",
"124","cites","NULL"
"124","myres",
"125","serial","125"
"125","doctype","Paper"
"125","year",
"125","area",
"125","title",
"125","citaIEEE","Falakmasir, M. & Jafar, H. (2010). Using educational data mining methods to study the impact of virtual classrooms in e-learning. Paper presented at the Proceedings of the 3rd International Conference on Educational Data Mining, Pittsburgh, PA. Retrieved from http://alum.sharif.edu/~falakmasir/images/EDMPaper.pdf"
"125","link2",
"125","link1","http://alum.sharif.edu/~falakmasir/images/EDMPaper.pdf"
"125","rating",
"125","jcode",
"125","citOthers",
"125","cites","NULL"
"125","myres",
"126","serial","126"
"126","doctype","Paper"
"126","year",
"126","area",
"126","title",
"126","citaIEEE","Watters, A. (2012). Learning analytics: Lot of education data...Now what? Hack Education. Retrieved from http://hackeducation.com/2012/05/04/learning-analytics-lak12/"
"126","link2",
"126","link1",
"126","rating",
"126","jcode",
"126","citOthers",
"126","cites","NULL"
"126","myres",
"127","serial","127"
"127","doctype","Paper"
"127","year",
"127","area",
"127","title",
"127","citaIEEE","Brandon, K. (2009). Investing in Education: The American Graduation Initiative. Office of SociaI Innovation and Civic Participation. Retrieved November 22, 2012, from
http://www.whitehouse.gov/blog/Investing-in-Education-The-American-Graduation-
Initiative"
"127","link2",
"127","link1",
"127","rating",
"127","jcode",
"127","citOthers",
"127","cites","NULL"
"127","myres",
"128","serial","128"
"128","doctype","Paper"
"128","year",
"128","area",
"128","title",
"128","citaIEEE","Campbell, J. P., DeBlois, P. B., & Oblinger, D. (2007). Academic analytics: A new tool for a new era. EDUCAUSE Review, 42(4), 40-57"
"128","link2",
"128","link1",
"128","rating",
"128","jcode",
"128","citOthers",
"128","cites","NULL"
"128","myres",
"129","serial","129"
"129","doctype","Paper"
"129","year",
"129","area",
"129","title",
"129","citaIEEE","Dietz-Uhler, B., Hurn, J.E., & Hurn, B. (2012). Making use of data in an LMS to predict student performance: A learning analytics investigation. Unpublished manuscript."
"129","link2",
"129","link1",
"129","rating",
"129","jcode",
"129","citOthers",
"129","cites","NULL"
"129","myres",
"130","serial","130"
"130","doctype","Paper"
"130","year",
"130","area",
"130","title",
"130","citaIEEE","Dringus, L. P. (2012). Learning analytics considered harmful. Journal of Asynchronous Learning Networks, 16(3), 87-100."
"130","link2",
"130","link1",
"130","rating",
"130","jcode",
"130","citOthers",
"130","cites","NULL"
"130","myres",
"131","serial","131"
"131","doctype","Paper"
"131","year",
"131","area",
"131","title",
"131","citaIEEE","Dyckhoff, A. L., Zielke, D., Bultmann, M., Chatti, M. A., & Schroeder, U. (2012). Design and implementation of a learning analytics toolkit for teachers. Educational Technology & Society, 15(3), 58-76."
"131","link2",
"131","link1",
"131","rating",
"131","jcode",
"131","citOthers",
"131","cites","NULL"
"131","myres",
"132","serial","132"
"132","doctype","Paper"
"132","year",
"132","area",
"132","title",
"132","citaIEEE","Greller, W. & Drachslrer, H. (2012). Translating learning into numbers: A generic framework for learning analytics. Educational Technology & Society, 15(3), 42-57."
"132","link2",
"132","link1",
"132","rating",
"132","jcode",
"132","citOthers",
"132","cites","NULL"
"132","myres",
"133","serial","133"
"133","doctype","Paper"
"133","year",
"133","area",
"133","title",
"133","citaIEEE","Jones, S. J. (2012). Technology review: The possibilities of learning analytics to improve learner centered decision making. The Community College Enterprise, Spring, 2012, 89-92."
"133","link2",
"133","link1",
"133","rating",
"133","jcode",
"133","citOthers",
"133","cites","NULL"
"133","myres",
"134","serial","134"
"134","doctype","Paper"
"134","year",
"134","area",
"134","title",
"134","citaIEEE","Long, P. D. & Siemens, G. (2011). Penetrating the fog: Analytics in learning and education EDUCAUSE Review Online. Retrieved from
http://www.educause.edu/ero/article/penetrating-fog-analytics-learning-and-education"
"134","link2",
"134","link1",
"134","rating",
"134","jcode",
"134","citOthers",
"134","cites","NULL"
"134","myres",
"135","serial","135"
"135","doctype","Paper"
"135","year",
"135","area",
"135","title",
"135","citaIEEE","Manaei-Bidgoli, B., Kashy, D. A., Kortmeyer, G., & Punch, W. (2003). Predicting student performance: An application of data mining methods with an educational web-based system (LON-CAPA). Paper presented at the 33rd ASEE/IEEE Frontiers in Education Conference, Boulder, CO. Retrieved from http://lon-capa.org/papers/v5-FIE-paper.pdf"
"135","link2",
"135","link1",
"135","rating",
"135","jcode",
"135","citOthers",
"135","cites","NULL"
"135","myres",
"136","serial","136"
"136","doctype","Paper"
"136","year",
"136","area",
"136","title",
"136","citaIEEE","Mattingly, K. D., Rice, M. C., & Berge, Z. L. (2012). Learning analytics as a tool for closing the assessment loop in higher education. Knowledge Management & E-Learning: An International Journal, 4(3), 236-247."
"136","link2",
"136","link1",
"136","rating",
"136","jcode",
"136","citOthers",
"136","cites","NULL"
"136","myres",
"137","serial","137"
"137","doctype","Paper"
"137","year",
"137","area",
"137","title",
"137","citaIEEE","Picciano, A. G. (2012). The evolution of big data and learning analytics in American higher education. Journal of Asynchronous Learning Networks, 16(3), 9-20."
"137","link2",
"137","link1",
"137","rating",
"137","jcode",
"137","citOthers",
"137","cites","NULL"
"137","myres",
"138","serial","138"
"138","doctype","Paper"
"138","year",
"138","area",
"138","title",
"138","citaIEEE","Shum, S. B. & Ferguson, R. (2012). Social learning analytics. Educational Technology & Society,15(3), 3-26."
"138","link2",
"138","link1",
"138","rating",
"138","jcode",
"138","citOthers",
"138","cites","NULL"
"138","myres",
"139","serial","139"
"139","doctype","Paper"
"139","year",
"139","area",
"139","title",
"139","citaIEEE","Siemens, G. (2010). What are learning analytics. ELEARNSPACE: Learning, networks,
knowledge, technology, community. Retrieved from http://www.elearnspace.org/blog/2010/08/25/what-are-learning-analytics/"
"139","link2",
"139","link1",
"139","rating",
"139","jcode",
"139","citOthers",
"139","cites","NULL"
"139","myres",
"140","serial","140"
"140","doctype","Paper"
"140","year",
"140","area",
"140","title",
"140","citaIEEE","Smith, V. C., Lange, A., & Huston, D. R. (2012). Predictive modeling to forecast student outcomes and drive effective interventions in online community college courses. Journal of Asynchronous Learning Networks, 16(3), 51-61"
"140","link2",
"140","link1",
"140","rating",
"140","jcode",
"140","citOthers",
"140","cites","NULL"
"140","myres",
"141","serial","141"
"141","doctype","Paper"
"141","year",
"141","area",
"141","title",
"141","citaIEEE","Verbert, K., Manouselis, N., Drachsler, H., & Duval, E. (2012). Dataset-driven research to support learning and knowledge analytics. Educational Technology & Society, 15(3), 133-148."
"141","link2",
"141","link1",
"141","rating",
"141","jcode",
"141","citOthers",
"141","cites","NULL"
"141","myres",
"142","serial","142"
"142","doctype","Paper"
"142","year",
"142","area",
"142","title",
"142","citaIEEE","(2010) Adobe Flash Platform. [Online]. www.adobe.com/flashplatform/"
"142","link2",
"142","link1",
"142","rating",
"142","jcode",
"142","citOthers",
"142","cites","NULL"
"142","myres",
"143","serial","143"
"143","doctype","Paper"
"143","year",
"143","area",
"143","title",
"143","citaIEEE","C. O. Camilo and J. C. da Silva, &ldquo;Data mining: Concepts, tasks,methods and tools,&rdquo; Institute of Computer Science Federal University of Goiás, Technical Report, 2009, p. 4."
"143","link2",
"143","link1",
"143","rating",
"143","jcode",
"143","citOthers",
"143","cites","NULL"
"143","myres",
"144","serial","144"
"144","doctype","Site"
"144","year",
"144","area",
"144","title","Learner Analytics and Knowledge Conference 2017"
"144","citaIEEE","Learner Analytics and Knowledge Conference 2017, available at http://lak17.solaresearch.org/"
"144","link2",
"144","link1","http://lak17.solaresearch.org/"
"144","rating",
"144","jcode",
"144","citOthers",
"144","cites","NULL"
"144","myres","x"
"145","serial","145"
"145","doctype","Site"
"145","year",
"145","area",
"145","title","Society of Learner Analytics and Research"
"145","citaIEEE","Society of Learner Analytics and Research, available at https://solaresearch.org/"
"145","link2",
"145","link1","https://solaresearch.org/"
"145","rating",
"145","jcode",
"145","citOthers",
"145","cites","NULL"
"145","myres","x"
"146","serial","146"
"146","doctype","Site"
"146","year",
"146","area",
"146","title","Course Resource Appraisal Model"
"146","citaIEEE","Laurillard, D. (2013), CRAM, Course Resource Appraisal Model"
"146","link2",
"146","link1","https://www.lkldev.ioe.ac.uk/lklinnovation/big-data-and-learning-analytics/"
"146","rating",
"146","jcode",
"146","citOthers",
"146","cites","NULL"
"146","myres",
"147","serial","147"
"147","doctype","Site"
"147","year",
"147","area",
"147","title","LKLi (London Knowledge Lab Innovations)"
"147","citaIEEE","LKLi (London Knowledge Lab Innovations) https://www.lkldev.ioe.ac.uk/lklinnovation/big-data-and-learning-analytics/"
"147","link2",
"147","link1","https://www.lkldev.ioe.ac.uk/lklinnovation/big-data-and-learning-analytics/"
"147","rating",
"147","jcode",
"147","citOthers",
"147","cites","NULL"
"147","myres",
"148","serial","148"
"148","doctype","Thesis"
"148","year",
"148","area",
"148","title","Phd in LA"
"148","citaIEEE",
"148","link2",
"148","link1","https://utscic.edu.au/research/phd/"
"148","rating",
"148","jcode",
"148","citOthers",
"148","cites","NULL"
"148","myres",
"149","serial","149"
"149","doctype",
"149","year",
"149","area",
"149","title",
"149","citaIEEE",
"149","link2",
"149","link1",
"149","rating",
"149","jcode",
"149","citOthers",
"149","cites","NULL"
"149","myres",
"150","serial","150"
"150","doctype",
"150","year",
"150","area",
"150","title",
"150","citaIEEE","Scheffel, M., Drachsler, H., Stoyanov S., & Specht, M. (2014). Quality indicators for learning analytics. Educational Technology & Society, 17(4), 117—132."
"150","link2",
"150","link1",
"150","rating",
"150","jcode",
"150","citOthers",
"150","cites","NULL"
"150","myres",
"151","serial","151"
"151","doctype",
"151","year",
"151","area",
"151","title",
"151","citaIEEE","Reyes, J. A. (2015). The skinny on big data in education: Learning analytics simplified. TechTrends, 59(2), 75-79."
"151","link2",
"151","link1",
"151","rating",
"151","jcode",
"151","citOthers",
"151","cites","NULL"
"151","myres",
"152","serial","152"
"152","doctype",
"152","year",
"152","area",
"152","title",
"152","citaIEEE","Picciano, A.G. (2012). The evolution of big data and learning analytics in American higher education. Journal of Asynchronous Learning Networks, 16 (3), 9-20."
"152","link2",
"152","link1",
"152","rating",
"152","jcode",
"152","citOthers",
"152","cites","NULL"
"152","myres",
"153","serial","153"
"153","doctype",
"153","year",
"153","area",
"153","title",
"153","citaIEEE","Picciano, A. G. (2014). Big data and learning analytics in blended learning environments: Benefits and concerns. International Journal of Artificial Intelligence and Interactive Multimedia, 2(7), 35-43"
"153","link2",
"153","link1",
"153","rating",
"153","jcode",
"153","citOthers",
"153","cites","NULL"
"153","myres",
"154","serial","154"
"154","doctype",
"154","year",
"154","area",
"154","title",
"154","citaIEEE","Pea, R. (2014). The learning analytics workgroup: A report on building the field of learning analytics for personalized learning at scale (Report). Retrieved from https://ed.stanford.edu/sites/default/files/law_report_complete_09-02-2014.pdf"
"154","link2",
"154","link1",
"154","rating",
"154","jcode",
"154","citOthers",
"154","cites","NULL"
"154","myres",
"155","serial","155"
"155","doctype",
"155","year",
"155","area",
"155","title",
"155","citaIEEE","Mardikyan, S., & Badur, B. (2011). Analyzing teaching performance of instructors using data mining techniques. Informatics in Education, 10(2), 245-257."
"155","link2",
"155","link1",
"155","rating",
"155","jcode",
"155","citOthers",
"155","cites","NULL"
"155","myres",
"156","serial","156"
"156","doctype",
"156","year",
"156","area",
"156","title",
"156","citaIEEE","Sayed, M., & Jradi, F. (2014). Biometrics: Effectiveness and applications within the blended learning environment. Computer Engineering and Intelligent Systems, 5(5), 1-9."
"156","link2",
"156","link1",
"156","rating",
"156","jcode",
"156","citOthers",
"156","cites","NULL"
"156","myres",
"157","serial","157"
"157","doctype",
"157","year",
"157","area",
"157","title",
"157","citaIEEE","Lias, T. E., & Elias, T. (2011). Learning analytics: The definitions, the processes, and the potential (Report). Retrieved from http://learninganalytics.net/LearningAnalyticsDefinitionsProcessesPotential.pdf"
"157","link2",
"157","link1",
"157","rating",
"157","jcode",
"157","citOthers",
"157","cites","NULL"
"157","myres",
"158","serial","158"
"158","doctype",
"158","year",
"158","area",
"158","title",
"158","citaIEEE","Four Ways Big Data Will Revolutionize Education"
"158","link2",
"158","link1","https://datafloq.com/read/big-data-will-revolutionize-learning/206"
"158","rating",
"158","jcode",
"158","citOthers",
"158","cites","NULL"
"158","myres",
"159","serial","159"
"159","doctype",
"159","year",
"159","area",
"159","title",
"159","citaIEEE","1st International Conference on Learning Analytics and Knowledge, Banff, Alberta, February 27–March 1, 2011, as cited in George Siemens and Phil Long, ""Penetrating the Fog: Analytics in Learning and Education,"" EDUCAUSE Review, vol. 46, no. 5 (September/October 2011)."
"159","link2",
"159","link1",
"159","rating",
"159","jcode",
"159","citOthers",
"159","cites","NULL"
"159","myres",
"160","serial","160"
"160","doctype",
"160","year",
"160","area","Gamification"
"160","title","Personality Types"
"160","citaIEEE",
"160","link2",
"160","link1","https://www.16personalities.com/articles/might-or-magic-a-study-of-gamers-personality-types"
"160","rating",
"160","jcode",
"160","citOthers",
"160","cites","NULL"
"160","myres",
"161","serial","161"
"161","doctype",
"161","year",
"161","area","Gamification"
"161","title","Benefits"
"161","citaIEEE",
"161","link2",
"161","link1","https://elearningindustry.com/6-killer-examples-gamification-in-elearning"
"161","rating",
"161","jcode",
"161","citOthers",
"161","cites","NULL"
"161","myres",
"162","serial","162"
"162","doctype",
"162","year",
"162","area","Gamification"
"162","title","Definition"
"162","citaIEEE",
"162","link2",
"162","link1","https://en.wikipedia.org/wiki/Gamification"
"162","rating",
"162","jcode",
"162","citOthers",
"162","cites","NULL"
"162","myres",
"163","serial","163"
"163","doctype",
"163","year",
"163","area","Gamification"
"163","title","Personality Traits and Computer Game Design"
"163","citaIEEE",
"163","link2",
"163","link1","http://ematusov.soe.udel.edu/final.paper.pub/_pwfsfp/0000003d.htm"
"163","rating",
"163","jcode",
"163","citOthers",
"163","cites","NULL"
"163","myres",
"164","serial","164"
"164","doctype",
"164","year",
"164","area","Gamification"
"164","title","Games in Moodle"
"164","citaIEEE",
"164","link2",
"164","link1","https://moodle.org/plugins/view.php?plugin=mod_game"
"164","rating",
"164","jcode",
"164","citOthers",
"164","cites","NULL"
"164","myres",
"165","serial","165"
"165","doctype",
"165","year",
"165","area","Gamification"
"165","title","Gamification Research"
"165","citaIEEE",
"165","link2",
"165","link1","https://christytucker.wordpress.com/2012/05/16/gamification-research/"
"165","rating",
"165","jcode",
"165","citOthers",
"165","cites","NULL"
"165","myres",
"166","serial","166"
"166","doctype",
"166","year",
"166","area","Gamification"
"166","title","Gamification Research"
"166","citaIEEE",
"166","link2",
"166","link1","http://www.capterra.com/learning-management-system-software/lms-gamification-research"
"166","rating",
"166","jcode",
"166","citOthers",
"166","cites","NULL"
"166","myres",
"167","serial","167"
"167","doctype",
"167","year",
"167","area","Gamification"
"167","title","Review of Issues"
"167","citaIEEE",
"167","link2",
"167","link1","https://www.researchgate.net/publication/283757560_Gamification_and_learning_A_review_of_issues_and_research"
"167","rating",
"167","jcode",
"167","citOthers",
"167","cites","NULL"
"167","myres",
"168","serial","168"
"168","doctype",
"168","year",
"168","area","Gamification"
"168","title","What is Gamification & Why use in teaching"
"168","citaIEEE",
"168","link2",
"168","link1","http://ii.library.jhu.edu/2014/05/13/what-is-gamification-and-why-use-it-in-teaching/"
"168","rating",
"168","jcode",
"168","citOthers",
"168","cites","NULL"
"168","myres",
"169","serial","169"
"169","doctype",
"169","year",
"169","area","Gamification"
"169","title","Game Elements that facilitate Learning"
"169","citaIEEE",
"169","link2",
"169","link1","https://en.wikipedia.org/wiki/Gamification_of_learning#Game_elements_that_can_facilitate_learning"
"169","rating",
"169","jcode",
"169","citOthers",
"169","cites","NULL"
"169","myres",
"170","serial","170"
"170","doctype",
"170","year",
"170","area","Gamification"
"170","title","Application of Gamification"
"170","citaIEEE",
"170","link2",
"170","link1","https://en.wikipedia.org/wiki/Gamification_of_learning#Application"
"170","rating",
"170","jcode",
"170","citOthers",
"170","cites","NULL"
"170","myres",
"171","serial","171"
"171","doctype",
"171","year",
"171","area","Gamification"
"171","title","Review of Literature in Gamification"
"171","citaIEEE",
"171","link2",
"171","link1","https://www.researchgate.net/publication/305708437_GAMIFICATION_IN_HIGHER_EDUCATION_AND_STEM_A_SYSTEMATIC_REVIEW_OF_LITERATURE"
"171","rating",
"171","jcode",
"171","citOthers",
"171","cites","NULL"
"171","myres",
"172","serial","172"
"172","doctype",
"172","year",
"172","area","Concept Map"
"172","title","Concept map in E-Learning"
"172","citaIEEE",
"172","link2",
"172","link1","http://www.api.adm.br/GRS/referencias/mapaXE-learning.pdf"
"172","rating",
"172","jcode",
"172","citOthers",
"172","cites","NULL"
"172","myres",
"173","serial","173"
"173","doctype",
"173","year",
"173","area","Concept Map"
"173","title","Use of Concept Map Scaffolds to Promote Adaptive E-Learning in WebBased System"
"173","citaIEEE",
"173","link2",
"173","link1","http://ijcir.mak.ac.ug/volume5-number2/article6.pdf"
"173","rating",
"173","jcode",
"173","citOthers",
"173","cites","NULL"
"173","myres",
"174","serial","174"
"174","doctype",
"174","year",
"174","area","Concept Map"
"174","title","Effect of Use of Concept Maps on Problem Solving Performance and Attitude in"
"174","citaIEEE",
"174","link2",
"174","link1","http://www.sciencedirect.com/science/article/pii/S1877042813012081"
"174","rating",
"174","jcode",
"174","citOthers",
"174","cites","NULL"
"174","myres",
"175","serial","175"
"175","doctype",
"175","year",
"175","area","Concept Map"
"175","title","Use of Concept Maps as a strategy for Teaching-Learning and Assessment Tool"
"175","citaIEEE",
"175","link2",
"175","link1","http://ceur-ws.org/Vol-1667/CtrlE_2016_AC_paper_31.pdf"
"175","rating",
"175","jcode",
"175","citOthers",
"175","cites","NULL"
"175","myres",
"176","serial","176"
"176","doctype",
"176","year",
"176","area","Concept Map"
"176","title","n Automated Assessment of Students’ Learning in e-Learning Using Concept Map and Ontology Mapping"
"176","citaIEEE",
"176","link2",
"176","link1","http://link.springer.com/chapter/10.1007/978-3-642-41175-5_28#page-1"
"176","rating",
"176","jcode",
"176","citOthers",
"176","cites","NULL"
"176","myres",
"177","serial","177"
"177","doctype",
"177","year",
"177","area","Concept Map"
"177","title","USING CONCEPT MAPS TO ASSESS THE SCIENCE UNDERSTANDING AND LANGUAGE"
"177","citaIEEE",
"177","link2",
"177","link1","https://www.researchgate.net/profile/Trish_Stoddart/publication/253464208_USING_CONCEPT_MAPS_TO_ASSESS_THE_SCIENCE_UNDERSTANDING_AND_LANGUAGE_PRODUCTION_OF_ENGLISH_LANGUAGE_LEARNERS/links/00b7d53bae45641ef9000000.pdf"
"177","rating",
"177","jcode",
"177","citOthers",
"177","cites","NULL"
"177","myres",
"178","serial","178"
"178","doctype",
"178","year",
"178","area","Concept Map"
"178","title","The Utility of Concept Maps to Facilitate Higher-Level Learning in a Large Classroom Setting"
"178","citaIEEE",
"178","link2",
"178","link1","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4453086/"
"178","rating",
"178","jcode",
"178","citOthers",
"178","cites","NULL"
"178","myres",
"179","serial","179"
"179","doctype",
"179","year",
"179","area","Concept Map"
"179","title","Knowledge Level Assessment in e-Learning Systems Using Machine Learning and User Activity Analysis"
"179","citaIEEE",
"179","link2",
"179","link1","https://thesai.org/Downloads/Volume6No4/Paper_15-Knowledge_Level%20Assessment_in_e-Learning_Systems.pdf"
"179","rating",
"179","jcode",
"179","citOthers",
"179","cites","NULL"
"179","myres",
"180","serial","180"
"180","doctype",
"180","year",
"180","area","Concept Map"
"180","title","Concept maps as versatile tools to integrate complex ideas: From kindergarten to higher and professional education"
"180","citaIEEE",
"180","link2",
"180","link1","http://www.kmel-journal.org/ojs/index.php/online-publication/article/viewFile/411/248"
"180","rating",
"180","jcode",
"180","citOthers",
"180","cites","NULL"
"180","myres",
"181","serial","181"
"181","doctype",
"181","year",
"181","area","Concept Map"
"181","title","On Concept Maps as Potential “Authentic” Assessments in Science"
"181","citaIEEE",
"181","link2",
"181","link1","https://www.cse.ucla.edu/products/reports/TECH388.pdf"
"181","rating",
"181","jcode",
"181","citOthers",
"181","cites","NULL"
"181","myres",
"182","serial","182"
"182","doctype","Paper"
"182","year",
"182","area","NK"
"182","title","MOOCs and learning analytics"
"182","citaIEEE",
"182","link2",
"182","link1","http://ieeexplore.ieee.org/abstract/document/7751870/"
"182","rating",
"182","jcode",
"182","citOthers",
"182","cites","NULL"
"182","myres",
"183","serial","183"
"183","doctype","Paper"
"183","year",
"183","area","NK"
"183","title","Learning Analytics Solution for Reducing Learners' Course Failure Rate"
"183","citaIEEE",
"183","link2",
"183","link1","http://ieeexplore.ieee.org/document/7395624/"
"183","rating",
"183","jcode",
"183","citOthers",
"183","cites","NULL"
"183","myres",
"184","serial","184"
"184","doctype","Paper"
"184","year",
"184","area","NK"
"184","title","A Design Proposal for Learner-Centered Visualisations of Learning Analytics in Collaborative Scenarios"
"184","citaIEEE",
"184","link2",
"184","link1","http://ieeexplore.ieee.org/document/7265305/"
"184","rating",
"184","jcode",
"184","citOthers",
"184","cites","NULL"
"184","myres",
"185","serial","185"
"185","doctype","Paper"
"185","year",
"185","area","NK"
"185","title",
"185","citaIEEE",
"185","link2",
"185","link1",
"185","rating",
"185","jcode",
"185","citOthers",
"185","cites","NULL"
"185","myres",
"186","serial","186"
"186","doctype","Paper"
"186","year",
"186","area","NK"
"186","title","Learning Analytics for Communities of Lifelong Learners: A Forum Case"
"186","citaIEEE",
"186","link2",
"186","link1","http://ieeexplore.ieee.org/document/5992412/"
"186","rating",
"186","jcode",
"186","citOthers",
"186","cites","NULL"
"186","myres",
"187","serial","187"
"187","doctype","Paper"
"187","year",
"187","area","NK"
"187","title","TrueSight Learning - an innovative tool for Learning Analytics"
"187","citaIEEE",
"187","link2",
"187","link1","http://ieeexplore.ieee.org/document/7737345/"
"187","rating",
"187","jcode",
"187","citOthers",
"187","cites","NULL"
"187","myres",
"188","serial","188"
"188","doctype","Paper"
"188","year",
"188","area","NK"
"188","title","Examining Diagnosis Paths: A Process Mining Approach"
"188","citaIEEE",
"188","link2",
"188","link1","http://ieeexplore.ieee.org/document/7546691/"
"188","rating",
"188","jcode",
"188","citOthers",
"188","cites","NULL"
"188","myres",
"189","serial","189"
"189","doctype","Paper"
"189","year",
"189","area","NK"
"189","title","An educational game for teaching computer architecture: Evaluation using learning analytics"
"189","citaIEEE",
"189","link2",
"189","link1","http://ieeexplore.ieee.org/document/7426881/"
"189","rating",
"189","jcode",
"189","citOthers",
"189","cites","NULL"
"189","myres",
"190","serial","190"
"190","doctype","Paper"
"190","year",
"190","area","NK"
"190","title","Data science foundry for MOOCs"
"190","citaIEEE",
"190","link2",
"190","link1","http://ieeexplore.ieee.org/document/7344825/"
"190","rating",
"190","jcode",
"190","citOthers",
"190","cites","NULL"
"190","myres",
"191","serial","191"
"191","doctype","Paper"
"191","year",
"191","area","NK"
"191","title","Educational Data Mining: An Advance for Intelligent Systems in Education"
"191","citaIEEE",
"191","link2",
"191","link1","http://ieeexplore.ieee.org/document/6871689/"
"191","rating",
"191","jcode",
"191","citOthers",
"191","cites","NULL"
"191","myres",
"192","serial","192"
"192","doctype","Paper"
"192","year",
"192","area","NK"
"192","title","An education data mining tool for marketing based on C4.5 classification technique"
"192","citaIEEE",
"192","link2",
"192","link1","http://ieeexplore.ieee.org/document/6644390/"
"192","rating",
"192","jcode",
"192","citOthers",
"192","cites","NULL"
"192","myres",
"193","serial","193"
"193","doctype","Paper"
"193","year",
"193","area","NK"
"193","title","Enhancing E-learning through data mining in the context of education data"
"193","citaIEEE",
"193","link2",
"193","link1","http://ieeexplore.ieee.org/document/7724237/"
"193","rating",
"193","jcode",
"193","citOthers",
"193","cites","NULL"
"193","myres",
"194","serial","194"
"194","doctype","Paper"
"194","year",
"194","area","NK"
"194","title","Predicting Instructor Performance Using Data Mining Techniques in Higher Education"
"194","citaIEEE",
"194","link2",
"194","link1","http://ieeexplore.ieee.org/document/7469785/"
"194","rating",
"194","jcode",
"194","citOthers",
"194","cites","NULL"
"194","myres",
"195","serial","195"
"195","doctype","Paper"
"195","year",
"195","area","NK"
"195","title","An application of data mining to improve personnel performance evaluation in higher education sector in India"
"195","citaIEEE",
"195","link2",
"195","link1","http://ieeexplore.ieee.org/document/7164755/"
"195","rating",
"195","jcode",
"195","citOthers",
"195","cites","NULL"
"195","myres",
"196","serial","196"
"196","doctype","Paper"
"196","year",
